text,trans,type
$nameのTrueEndを見よう,$1의 TrueEnd를 보자,exp
【$uk】$nameのTrueEndを見よう,【$1】$2의 TrueEnd를 보자,exp
$nameの「$noun」「$noun」「$noun」を全てクリアしよう,$1의 「$2」 「$3」 「$4」를 모두 클리어 하자,exp
$noun以上のフェスアイドルを誕生させよう,$1 이상의 페스 아이돌을 탄생시키자,exp
センターに$nameを編成$uk$noun以上の$nounに参加して「$noun」を達成しよう,센터에 $1를 편성해 $3 이상의 $4에 참가해 「$5」를 달성하자,exp
$name$ukプロデュースしてシーズン$numをクリアしよう,$1를 프로듀스해 시즌$3를 클리어 하자,exp
$nameをプロデュースしてW.I.N.G.決勝に進出しよう,$1를 프로듀스해 W.I.N.G. 결승에 진출하자,exp
【$uk】$nameをプロデュースして$sepシーズン$numをクリアしよう,【$1】$2를 프로듀스해 시즌$3를 클리어 하자,exp
【$uk】$nameを編成して$sepシーズン$numを$sepクリアしよう,【$1】$2를 편성해 시즌$3를 클리어 하자,exp
シーズン$numのオーディションすべてに合格しよう,시즌$1의 오디션 모두 합격하자,exp
シーズン$num開催のオーディション「$noun」に合格しよう,시즌$1 개최의 오디션 「$2」에 합격하자,exp
シーズン$num開催の特別オーディション「$noun」に合格しよう,시즌$1 개최의 특별 오디션 「$2」에 합격하자,exp
難易度$numのアイデアノートを$num回コンプリートしよう,난이도$1의 아이디어 노트를 $2회 완료하자,exp
難易度$num以上のアイデアノートを$num回コンプリートしよう,난이도$1 이상의 아이디어 노트를 $2회 완료하자,exp
$nounの誰か一人をプロデュースして$noun以上のフェスアイドルを誕生させよう,$1의 누군가 한사람을 프로듀스해 $2 이상의 페스 아이돌을 탄생시키자,exp
$nounの誰か1人をプロデュースして$noun以上のフェスアイドルを誕生させよう,$1의 누군가 한사람을 프로듀스해 $2 이상의 페스 아이돌을 탄생시키자,exp
$nounの誰か1人をプロデュースして$noun以上のフェスアイドルを$num人誕生させよう,$1의 누군가 한사람을 프로듀스해 $2 이상의 페스 아이돌을 $3명 탄생시키자,exp
シーズン$num開催のオーディション「$uk」に合格しよう,시즌$1 개최의 오디션 「$2」에 합격하자,exp
シーズン$num開催の特別オーディション「$uk」に合格しよう,시즌$1 개최의 특별 오디션 「$2」에 합격하자,exp
ファン感謝祭をクリアしよう,팬 감사제를 클리어 하자,exp
Landing Point編をクリアしよう,Landing Point 편을 클리어 하자,exp
$noun以上の$nounに参加して、「$noun」を達成しよう,$1 이상의 $2에 참가해 「$3」을(를) 달성하자,exp
累計$num$num$numポイント達成,누계 $1$2$3포인트 달성,exp
$num$num周目クリア,$1$2주차 클리어,exp
最高スコア$num$num達成,최고 스코어 $1$2 달성,exp
トークイベントに出演などでSPを累計$num以上獲得しよう,토크 이벤트 출연 등으로 SP를 누계 $1 이상 획득하자,exp
ラジオの収録などでメンタルを$num以上にしよう,라디오 수록 등으로 멘탈을 $1 이상 만들자,exp
ラジオの収録やトークイベントに出演などでファン数を$num人以上獲得しよう,라디오 수록이나 토크 이벤트에 출연 등으로 팬수를 $1명 이상 획득하자,exp
トークイベントに出演などでSPを累計$num以上にしよう,토크 이벤트 출연 등으로 SP를 누계 $1 이상 얻자,exp
$ukを$num以上にしよう,$1를 $2이상으로 만들자,exp
ファン数を累計$num万人以上獲得しよう,팬수를 누계 $1만명 이상 획득하자,exp
イベントミッションを$num個達成しよう,이벤트 미션을 $1개 달성하자,exp
営業を$num回完了しよう,영업을 $1회 완료하자,exp
サポートアイドル$num人をLv.$num以上にしよう,서포트 아이돌 $1명을 Lv.$2 이상으로 만들자,exp
サポートアイドルのトレーニングに必要なチケットです\n【Exp:$num】,서포트 아이돌의 트레이닝에 필요한 티켓입니다\n【Exp:$1】,exp
Lv.$numチケット,Lv.$1 티켓,exp
SR以上のサポートアイドルをLv.$numにするチケットです\n【Lv.$num以上のサポートアイドルには使えません】,SR이상의 서포트 아이돌을 Lv.$1로 하는 티켓입니다\n【Lv.$2 이상의 서포트 아이돌에게는 사용할 수 없습니다】,exp
トレーニングで【$uk】$nameをLv.$numにしよう,트레이닝으로 【$1】$2를 Lv.$3(으)로 하자,exp
【$uk】$nameを最大まで特訓しよう,【$1】$2를 최대까지 특훈하자,exp
【$uk】$nameを編成しよう,【$1】$2를 편성하자,exp
$nameを$num回プロデュースしよう,$1를 $2회 프로듀스하자,exp
$nameを含めた編成で営業を$num回しよう,$1를 포함한 편성으로 영업을 $2회 하자,exp
$nameをホームユニットに編成しよう,$1를 홈 유닛에 편성하자,exp
アイドルロード,아이돌로드,note
$nounに参加して$nounを達成しよう,$1에 참가해서 $2을(를) 달성하자,exp
思い出レベルを$num以上にしてW.I.N.G.に出場しよう,추억 레벨을 $1이상으로 하여 W.I.N.G. 에 출전하자,exp
Lv.$num以上のサポートアイドル$num人を編成しよう,Lv. $1이상의 서포트 아이돌 $2명을 편성하자,exp
$nounが流行$num位のときにW.I.N.G.準決勝に勝利しよう,$1이(가) 유행 $2위 일때 W.I.N.G. 준결승에서 승리하자,exp
$nounが流行$num位のときにW.I.N.G.決勝に勝利しよう,$1이(가) 유행 $2위 일때 W.I.N.G. 결승에서 승리하자,exp
グレード$num以上のグレードフェスに参加して、$num位に$num回なろう,"그레이드$1 이상의 그레이드 페스에 참가해, $2위를 $3회 하자",exp
W.I.N.G.$sepのプロデュースで$noun$sep$num以上のフェスアイドルを$num$sep誕生させよう,W.I.N.G. 편의 프로듀스로 $1 $2이상의 페스 아이돌을 $3명 탄생시키자,exp
W.I.N.G.$sepのプロデュースで$noun$sep以上のフェスアイドルを$num$sep誕生させよう,W.I.N.G. 편의 프로듀스로 $1 이상의 페스 아이돌을 $2명 탄생시키자,exp
振り返りでスキルを習得してみよう,복습하기로 스킬을 습득해 보자,text
初心者ミッションを進めるプロデュースアイドルを選択しよう,초보자 미션을 진행할 프로듀스 아이돌을 선택하자,text
初心者ミッションでプロデュースのコツを掴んでいってくださいね～,초보자 미션으로 프로듀스 요령을 잡아가 주세요~,text
アイドルは特訓をすることで、強力なスキルを覚えられるようになります～,"아이돌은 특훈을 함으로써, 강력한 스킬을 기억할 수 있게 됩니다~",text
アイドルを特訓すると新しいスキルが覚えられます♪特訓には、「同じイラストのアイドルで特訓」と「特訓はづきさんで特訓」の二つの方法がありますよ～,"아이돌을 특훈하면 새로운 스킬을 기억할 수 있습니다♪ 특훈에는, 「같은 일러스트의 아이돌로 특훈」과 「특훈 하즈키씨로 특훈」의 2개의 방법이 있어요~",text
編成のチュートリアルを見よう,편성 튜토리얼을 보자,text
編成チュートリアルを参考にユニット編成してみてくださいね♪,편성 튜토리얼을 참고하여 유닛을 편성해 보세요♪,text
「ユニット編成」の画面で編成チュートリアルを見てみましょう♪,「유닛 편성」의 화면에서 편성 튜토리얼을 봅시다♪,text
編成に悩んだら、おまかせ編成を使ってください♪最初のうちは同じジャンルのアピールを持っているサポートアイドルで揃えるのがおすすめです～,"편성이 고민되면, 자동 편성을 사용해 주세요♪ 처음은 같은 장르의 어필을 가지고 있는 서포트 아이돌로 맞추는 것을 추천합니다~",text
受け取ったサポートアイドルを編成してみましょう♪,받은 서포트 아이돌을 편성해 봅시다♪,text
アイドルは特訓をすることで、強力なスキルを覚えられるようになります～サポートアイドルならレベル上限も上昇しますよ♪,"아이돌은 특훈을 하는 것으로, 강력한 스킬을 기억할 수 있게 됩니다~ 서포트 아이돌이라면 레벨 상한도 상승해요♪",text
サポートアイドルのレベルを上げると、プロデュースを有利に進めることができます～トレーニング以外にも、営業も活用してくださいね,"서포트 아이돌의 레벨을 올리면, 프로듀스를 유리하게 진행할 수가 있습니다~ 트레이닝 외에도, 영업도 활용해 주세요",text
受け取ったサポートアイドルをトレーニングしましょう♪レベルを上げるとアピール力が高くなります。サポートスキルの獲得・強化にもつながりますよ～,받은 서포트 아이돌을 트레이닝 합시다♪ 레벨을 올리면 어필력이 높아집니다. 서포트 스킬의 획득·강화에도 연결되요~,text
最初の一歩、踏み出せましたね\nこれからはアイドルのみなさんと一緒に、\n少しずつでもしっかり進んでいってください,"첫걸음을 내디딜 수 있었네요\n지금부터는 아이돌 여러분과 함께,\n조금씩이라도 확실히 진행해 주세요",text
プロデュースユニットを編成したら、\nアイドルのプロデュースを始めてみましょうか～,"프로듀스 유닛을 편성하였으면,\n아이돌 프로듀스를 시작해볼까요~",text
誕生させたフェスアイドルを編成してフェスに参加してみましょう♪,탄생시킨 페스 아이돌을 편성해 페스에 참가해 봅시다♪,text
フェスアイドルを誕生させるには最後までプロデュースをしてくださいね～♪,페스 아이돌을 탄생시키려면 끝까지 프로듀스를 해 주세요~♪,text
W.I.N.G.編のプロデュースの振り返りでスキルを習得してみよう,W.I.N.G.편 프로듀스의 복습하기에서 스킬을 습득해 보자,text
ライブスキルはオーディション攻略に欠かせませんスキルの有無で難易度が大きく変わるので、大事なステージの前には取り忘れがないか確認を〜,"라이브 스킬은 오디션 공략에서 빠뜨릴 수 없어요 스킬의 유무로 난이도가 크게 바뀌므로, 소중한 스테이지 전에는 잊어버리지 않았는지 확인을~",text
振り返りでスキルを習得してみましょう♪スキル習得に使うSPは「トークイベント」のお仕事で、たくさんもらう事ができますよ～♪,"복습하기로 스킬을 습득해 봅시다♪ 스킬 습득에 사용하는 SP는 「토크 이벤트」 영업으로, 많이 받을 수 있어요~♪",text
受け取ったサポートアイドルをトレーニングしましょう♪レベルを上げるとアピール力が高くなります、サポートスキルの獲得・強化にもつながりますよ～,받은 서포트 아이돌을 트레이닝합시다♪ 레벨을 올리면 어필력이 높아집니다. 서포트 스킬의 획득·강화에도 연결되어요~,text
誕生させたフェスアイドルを編成してフェスに参加してみましょう♪それぞれのポジションに合ったアイドルを編成するとフェスで高いスコアを残すことができますよ～,탄생시킨 페스 아이돌을 편성해 페스에 참가해 봅시다♪ 각각의 포지션에 맞은 아이돌을 편성하면 페스에서 높은 스코어를 남길 수 있어요~,text
あは～、プロデューサーって\nいつも雛菜のことで\n雛菜よりうれしそうだね～？,"아하~, 프로듀서는\n언제나 히나나 일로\n히나나보다 더 기뻐 보이네~?",text
うちの勢いはまだまだ止まらんよ！\nやけん、うちにまかせとってね\nプロデューサー！,"나의 기세는 아직 멈추지 않어야!\n긍께, 나헌테 맡겨보드라고\n프로듀서!",text
ここはあくまで通過点──……\nだけど、そうね……アナタには\nお礼を言いたいわ、ありがとう,"여기는 어디까지나 통과 지점……\n하지만, 그렇네……당신에게는\n감사를 표하고 싶어, 고마워",text
ここまで……参りました……\nそのことが……\n誇らしく……,여기까지……나아왔습니다……\n그 사실이……\n자랑스러워서……,text
なんか……\nふふっ\nありがと,뭔가……\n후훗\n고마워,text
ぴぇ！？　や、やった……！\n──あっ、い、いえ……！\nこのくらい当然です！,"삐에!? 해, 해냈어……!\n──앗, 아, 아뇨……!\n이 정도는 당연하죠!",text
ふゆならこれぐらいできて当たり前\n──って何よ、その不満そうな顔は\n喜べって？　……甘やかさないでよね,"후유라면 이 정도 할 수 있는 건 당연하지\n──근데 뭐야, 그 불만스러운 얼굴은\n기뻐하라고? ……우습게 보지 마",text
まだまだこれからだよ！　でも、これまで駆け抜けてきたのも本当だから……プロデューサー、ありがとう！,"아직 지금부터야! 하지만 지금까지 달려온 것도 사실이니까…… 프로듀서, 고마워!",text
やったぞえらいぞーって、褒めたくて\n自分のこと、それから\nプロデューサーさんのことも,"해냈어, 훌륭해 라고, 칭찬해주고 싶어\n나 자신을, 그리고\n프로듀서도",text
トン……トン……\n前に……前に……\nこのまま……一歩ずつ……♪,톡……톡……\n앞으로……앞으로……\n이대로……한 걸음씩……♪,text
ファンのみなさんが好きでいてくれる『風野灯織』のことは、少しだけ、認められるようになりました,"팬 분들이 좋아해주시는 『카자노 히오리』를, 조금은 인정할 수 있게 됐어요",text
プロデューサーさん。甘奈ね\nちょっとだけふたご座の輝きに\n近づけた気がするよ……！,프로듀서님. 아마나 있잖아\n조금은 쌍둥이자리의 빛에\n가까워진 기분이 들어……! ,text
プロデューサーに褒めてもらえると、\n調子乗っちゃうじゃん～？　けど……\nアイドルも地道な努力が大切なんだね,"프로듀서한테 칭찬받으면,\n신바람이 나잖아~? 그래도……\n아이돌도 꾸준한 노력이 중요한 거구나",text
今は私も……少しだけ、羽ばたけるようになったって……そう思います……\nプロデューサーさんのおかげですっ,지금은 저도……조금은 날개짓 할 수 있게 되었다고……그렇게 생각해요……\n프로듀서님 덕분이에요,text
今回は、いつもと少し趣向を変えて\n──褒めてほしい、なんてワガママは\n聞いてもらえるだろうか……？,"이번엔, 평소랑 조금 취향을 바꿔서\n──칭찬해달라는 어리광\n들어줄 수 있을까……? ",text
前に進めてるって……\n成長できてるって、アンタが\n言うなら、そうなのかもな,"앞으로 나아가고 있다고……\n성장하고 있다고, 네가\n말한다면, 그럴지도 모르겠네 ",text
前より強くなった気がするんですっ！　だから……っ！　もっともっともーっと強くなって、それで──！,"전보다 강해진 기분이 들어요! 그러니까…… 좀더 좀더 좀더 강해져서, 그래서……! ",text
努力に意味とかないですよ\nそれを褒めるのって身内だけでしょ？\n……私は結果がまあまあなら十分です,노력에 의미 같은 건 없어요\n그걸 칭찬하는 건 가족들이나 하는 거죠\n……저는 결과가 그럭저럭이기만 하면 충분해요,text
受けたご恩はきっちり覚えておりますよ？　だからこそ、立派になった姿を見せてるわけですから──なんてね！,"받은 은혜는 충분히 기억하고 있다구요? 그러니까, 훌륭해진 모습을 보여드리고 있는 거예요──막 이러고 말야!",text
甜花、最近、ひとりで起きられる……\nこれって……プロデューサーさんの\nおかげ……？,"텐카, 요즘 혼자 일어날 수 있어……\n이건……\n프로듀서님 덕분……?",text
私、頑張ったと思いませんかぁ？\n……ってことで\nご褒美のお寿司、待ってまぁす,"저, 열심히 했다고 생각하지 않으세요?\n……그러니까\n상으로 초밥, 기다리고 있을게요 ",text
迷っても、悩んでも\nそれでも前に進んでこれたんだなって\nプロデューサーさんのおかげですよ！,"망설이고, 고민하고\n그래도 앞으로 나아갈 수 있었던 건\n프로듀서님 덕분이에요!",text
面白いこと！　\nもっと！\nもっと！,재밌는 일!\n좀 더!\n좀 더!,text
$nameアイドルロードを最大まで進行した証,$1 아이돌로드를 최대로 진행했다는 증거,exp
サマーキャンペーン$num特別ミッションを全てクリアしよう,여름캠페인 $1 특별미션을 모두 클리어하자,exp
サマーキャンペーン$num特別ミッションを$num個クリアしよう,여름캠페인 $1 특별미션을 $2개 클리어하자,exp
$nameの$ukサポートアイドルです,$1의 $2 서포트 아이돌입니다,exp
$nameの$ukアイドルです,$1의 $2 아이돌입니다,exp
レアリティが高く、特訓でレベル上限を上昇させたサポートアイドルは積極的にレベルを上げていきましょう♪,"레어도가 높고, 특훈으로 레벨 상한을 상승시킨 서포트 아이돌을 적극적으로 레벨업해봐요♪",text
サポートアイドルをもっとトレーニングしてみましょう♪『W.I.N.G.』優勝にはサポートアイドルのアピール力も重要になりますよ～,서포트 아이돌을 좀 더 트레이닝 해봐요♪ 『W.I.N.G.』우승에는 서포트 아이돌의 어필력도 중요해요~,text
レベルの高いサポートアイドルを編成すれば、プロデュースを有利に進めることができますよ～,"레벨이 높은 서포트 아이돌을 편성하면, 프로듀스를 유리하게 진행할 수 있어요~",text
トレーニングで強化したサポートアイドルを編成してみましょう♪,트레이닝으로 강화한 서포트 아이돌을 편성해 봐요♪,text
思い出レベルが高いほど、思い出アピールが強くなりますよ～オーディションでも強力な武器になりますね,"추억 레벨이 높을 수록, 추억 어필이 강해져요~ 오디션에서 강력한 무기가 되죠",text
アイドルとの朝コミュや約束コミュで親愛度を上昇させて、思い出レベルを上げてみましょう♪,"아이돌과의 아침 커뮤나 약속 커뮤로 친애도를 상승시켜, 추억 레벨을 올려 봐요♪",text
得意ジャンルをしっかり伸ばして、オーディションで高アピールを狙えるようにするのが『W.I.N.G.』優勝への第一歩ですよ～,"특기 장르를 확실히 늘려, 오디션에서 높은 어필을 노리는 것이 『W.I.N.G.』우승의 첫걸음이예요~",text
レッスンやお仕事でプロデュースアイドルの得意ジャンルを積極的に伸ばしましょう♪,"레슨이나 영업으로 프로듀스 아이돌의 특기 장르를 적극적으로 늘립시다♪",text
