text,trans,type
リンクアピール,링크 어필,noun
パーフェクト,퍼펙트,noun
がっちりアピール,갓치리 어필,noun
トップアピール,탑 어필,noun
ラストアピール,라스트 어필,noun
プロ根性,프로 근성,noun
Easy,Easy,rank
NORMAL,NORMAL,rank
HARD,HARD,rank
VERYHARD,VERYHARD,rank
Extreme,Extreme,rank
審査員,심사원,noun
イルミネーションスターズ,일루미네이션 스타즈,unit
放課後クライマックスガールズ,방과후 클라이맥스걸즈,unit
放課後クライマックスガールズ,방과후 클라이맥스걸즈,unit
アンティーカ,안티카,unit
アルストロメリア,알스트로메리아,unit
ストレイライト,스트레이라이트,unit
ノクチル,녹칠,unit
シーズ,SHHis,unit
完全掌握,완전장악,noun
フェスマスター,페스 마스터,noun
パーフェクトライブ,퍼펙트 라이브,noun
伝説の一瞬,전설의 일순,noun
Vocal,Vocal,noun
Dance,Dance,noun
Visual,Visual,noun
ランクF,랭크 F,rank
ランクE,랭크 E,rank
ランクD,랭크 D,rank
ランクC,랭크 C,rank
ランクB,랭크 B,rank
ランクA,랭크 A,rank
ランクS,랭크 S,rank
Fランク,F 랭크,rank
Eランク,E 랭크,rank
Dランク,D 랭크,rank
Cランク,C 랭크,rank
Bランク,B 랭크,rank
Aランク,A 랭크,rank
Sランク,S 랭크,rank
グレード,그레이드,noun
W.I.N.G.編,W.I.N.G. 편,note
ファン感謝祭編,팬 감사제 편,note
G.R.A.D.編,G.R.A.D. 편,note
LandingPoint編,LandingPoint 편,note
高難易度,고난이도,note
期間限定,기간 한정,note
白いツバサ,하얀날개,note
アイドルロード,아이돌로드,note
２８３プロのヒナ,283프로의 병아리,note
【$note】,【$1】,
$unitの誰か一人でLandingPointをクリアしよう,$1의 아무나 한 사람으로 Landing Point를 클리어 하자,
$nounに参加して、$num位に$num回なろう,"$1에 참가하여, $2위를 $3회 하자",
LandingPoint編$unit追加記念ミッションを全てクリアしよう,Landing Point편 $1 추가 기념 미션을 모두 클리어 하자,
W.I.N.G.を優勝しよう,W.I.N.G. 에서 우승하자,
W.I.N.G.を$num回優勝しよう,W.I.N.G. 에서 $1회 우승하자,
ゲームにログインしよう,게임에 로그인하자,
$nounに$num回参加しよう,$1에 $2회 참가하자,
営業を$num回しよう,영업을 $1회 하자,
フェス参加権が$num回復します,페스 참가권이$1회 회복됩니다,
$nounを$num回プレイしよう,$1를 $2회 플레이 하자,
フェスアイドルを$num人誕生させよう,페스 아이돌을 $1명 탄생시키자,
$nounに参加して$sep$nounを達成しよう,$1에 참가해 $2를 달성하자,
「$noun」：条件を満たすことで発動できる特別なスキル,「$1」 : 조건을 채우는 것으로 발동할 수 있는 특별한 스킬,
$nounに参加して、$nounを$num回達成しよう,$1에 참가해、 $2을(를) $3회 달성하자,
「$noun」：アピールメーターを$nounの位置で止める,「$1」 : 어필 미터를 $2의 위치에서 세운다,
「$noun」：$num人の$nounから$nounと$nounを獲得する,「$1」 : $2명의 $3로부터 $4와 $5를 획득한다,
$rank以上の$nounに参加して、$nounを$num回達成しよう,$1 이상의 $2에 참가해、 $3를(을) $4회 달성하자,
$rank以上の$nounに参加して、「$noun」を$num回達成しよう,$1 이상의 $2에 참가해、 「$3」를(을) $4회 달성하자,
$nounに参加して、$num位になろう,$1에 참가해、 $2위가 되자,
$rankの$nounに参加して、$num位になろう,$1의 $2에 참가해、 $3위가 되자,
$rankの$nounに参加して、$num位に$num回なろう,$1의 $2에 참가해、 $3위를 $4회 하자,
$rankの$nounに参加して、$num位以上になろう,$1의 $2에 참가해、 $3위 이상이 되자,
$rankの$nounで$num位になろう,$1의 $2에서(로) $3위가 되자,
$rankの$nounに参加して、$nounを達成しよう,"$1의 $2에 참가해, $3을 달성하자",
$rank以上の$nounに参加しよう,$1 이상의 $2에 참가하자,
$rank以上の$noun$sep$num位になろう,$1 이상의 $2에서 $3위가 되자,
$noun$num以上の$nounに$num回参加しよう,$1 $2 이상의 $3에 $4회 참가하자,
$unit全員を編成して、,$1 전원을 편성해、,
$rank以上の$nounに$num回参加しよう,$1 이상의 $2에 $3회 참가하자,
$nounで$num位になろう,$1에서(로) $2위가 되자,
$nounで$num位に$num回なろう,$1에서 $2위를 $3회 하자,
$rank以上の$nounで$nounを達成しよう,$1 이상의 $2에서 $3을 달성하자,
$rank以上の$nounで$nounを$num回達成しよう,$1 이상의 $2에서 $3를 $4회 달성하자,
Rのサポートアイドルのみを編成してファン感謝祭でMVPを$num回取ろう,R 서포트 아이돌만 편성하여 감사제에서 MVP를 $1회 차지하자,
Rのサポートアイドルのみを編成していずれかのアイドルのTrueEndを見よう,R 서포트 아이돌만 편성하여 아무 아이돌의 TrueEnd를 보자,
Rのサポートアイドルのみを編成してG.R.A.D.を優勝しよう,R 서포트 아이돌만 편성하여 G.R.A.D.를 우승하자,
$nameのファンを累計で$num人獲得しよう,$1의 팬을 누계로 $2명 획득하자,
$nameのファンを累計で$num万人獲得しよう,$1의 팬을 누계로 $2만명 획득하자,
$nameのファンを累計で$num億人獲得しよう,$1의 팬을 누계로 $2억명 획득하자,
ファンを累計で$num人獲得しよう,팬을 누계로 $1명 획득하자,
ファンを累計で$num万人獲得しよう,팬을 누계로 $1만명 획득하자,
ファンを累計で$num億人獲得しよう,팬을 누계로 $1억명 획득하자,
$nameの思い出レベルを$numにしよう,$1의 추억 레벨을 $2(으)로 하자,
$nounで$num回勝利しよう,$1에서 $2회 승리하자,
$nounで勝利しよう,$1에서 승리하자,
$nounで$nounを達成しよう,$1에서 $2을 달성하자,
「$noun」：$nounボーナスを獲得する,「$1」 : $2 보너스를 획득한다,
$nounで$nounを$num回達成しよう,$1에서 $2을 $3회 달성하자,
$nounをプレイしよう,$1을 플레이 하자,
天井社長からの指令$num,아마이 사장으로부터의 지령 $1,
$unit$ukメンバーを全員入れたデッキでフェスアイドルを誕生させよう,$1의 멤버를 전원 넣은 덱으로 페스 아이돌을 탄생시키자,
シーズン$numをクリアしよう,시즌$1을 클리어 하자,
$nameのフェスアイドルを誕生させよう,$1의 페스 아이돌을 탄생시키자,
グレードLv$numに昇格しよう,그레이드 Lv$1에 승격하자,
$nameのユニットで、強力なライバルに対して\n「$noun」を達成した証,"$1의 유닛으로, 강력한 라이벌을 대해\n 「$2」를 달성한 증거",
$nameのTrueEndを見よう,$1의 TrueEnd를 보자,
【$card】$nameのTrueEndを見よう,【$1】$2의 TrueEnd를 보자,
$nameの「$noun」「$noun」「$noun」を全てクリアしよう,$1의 「$2」 「$3」 「$4」를 모두 클리어 하자,
$rank以上のフェスアイドルを誕生させよう,$1 이상의 페스 아이돌을 탄생시키자,
$rank以上のフェスアイドルを$num人誕生させよう,$1 이상의 페스 아이돌을 $2명 탄생시키자,
センターに$nameを編成$uk$rank以上の$nounに参加して「$noun」を達成しよう,센터에 $1를 편성해 $3 이상의 $4에 참가해 「$5」를 달성하자,
$name$ukプロデュースしてシーズン$numをクリアしよう,$1를 프로듀스해 시즌$3를 클리어 하자,
$nameをプロデュースしてW.I.N.G.決勝に進出しよう,$1를 프로듀스해 W.I.N.G. 결승에 진출하자,
【$uk】$nameをプロデュースして$sepシーズン$numをクリアしよう,【$1】$2를 프로듀스해 시즌$3를 클리어 하자,
【$uk】$nameを編成して$sepシーズン$numを$sepクリアしよう,【$1】$2를 편성해 시즌$3를 클리어 하자,
シーズン$numのオーディションすべてに合格しよう,시즌$1의 오디션 모두 합격하자,
シーズン$num開催のオーディション「$audition」に合格しよう,시즌$1 개최의 오디션 「$2」에 합격하자,
シーズン$num開催の特別オーディション「$audition」に合格しよう,시즌$1 개최의 특별 오디션 「$2」에 합격하자,
難易度$numのアイデアノートを$num回コンプリートしよう,난이도$1의 아이디어 노트를 $2회 완료하자,
難易度$num以上のアイデアノートを$num回コンプリートしよう,난이도$1 이상의 아이디어 노트를 $2회 완료하자,
$unitの誰か一人をプロデュースして$rank以上のフェスアイドルを誕生させよう,$1의 누군가 한사람을 프로듀스해 $2 이상의 페스 아이돌을 탄생시키자,
$unitの誰か1人をプロデュースして$rank以上のフェスアイドルを誕生させよう,$1의 누군가 한사람을 프로듀스해 $2 이상의 페스 아이돌을 탄생시키자,
$unitの誰か1人をプロデュースして$rank以上のフェスアイドルを$num人誕生させよう,$1의 누군가 한사람을 프로듀스해 $2 이상의 페스 아이돌을 $3명 탄생시키자,
$unitの誰か一人をプロデュースして$rank以上のフェスアイドルを$num人誕生させよう,$1의 누군가 한사람을 프로듀스해 $2 이상의 페스 아이돌을 $3명 탄생시키자,
ファン感謝祭をクリアしよう,팬 감사제를 클리어 하자,
ファン感謝祭でMVPを$num回取ろう,팬 감사제에서 MVP를 $1회 획득하자,
$rank以上の$nounに参加して、「$noun」を達成しよう,$1 이상의 $2에 참가해 「$3」을(를) 달성하자,
$rankの$nounに参加して、「$noun」を達成しよう,$1의 $2에 참가해 「$3」을(를) 달성하자,
$rank以上の$nounに参加して、$num位になろう,$1 이상의 $2에 참가해 $3위가 되자,
累計$num$num$numポイント達成,누계 $1$2$3포인트 달성,
$num$num周目クリア,$1$2주차 클리어,
最高スコア$num$num達成,최고 스코어 $1$2 달성,
トークイベントに出演などでSPを累計$num以上獲得しよう,토크 이벤트 출연 등으로 SP를 누계 $1 이상 획득하자,
ラジオの収録などでメンタルを$num以上にしよう,라디오 수록 등으로 멘탈을 $1 이상 만들자,
ラジオの収録やトークイベントに出演などでファン数を$num人以上獲得しよう,라디오 수록이나 토크 이벤트에 출연 등으로 팬수를 $1명 이상 획득하자,
トークイベントに出演などでSPを累計$num以上にしよう,토크 이벤트 출연 등으로 SP를 누계 $1 이상 얻자,
メンタルを$numにしよう,멘탈을 $1로 만들자,
オーディションに参加してファン数を累計$num人以上獲得しよう,오디션에 참가하여 팬 수를 누계 $1명 이상 획득하자 ,
オーディションに参加してファン数を累計$num万人以上獲得しよう,오디션에 참가하여 팬 수를 누계 $1만명 이상 획득하자 ,
オーディションに参加してファン数を累計$num億人以上獲得しよう,오디션에 참가하여 팬 수를 누계 $1억명 이상 획득하자 ,
$ukを$num以上にしよう,$1를 $2이상으로 만들자,
「$uk」に$num回合格しよう,「$1」에 $2회 합격하자,
ファン数を累計$num万人以上獲得しよう,팬수를 누계 $1만명 이상 획득하자,
イベントミッションを$num個達成しよう,이벤트 미션을 $1개 달성하자,
営業を$num回完了しよう,영업을 $1회 완료하자,
【$uk】$name,【$1】$2,
W.I.N.G.$sepのプロデュースで$noun$sep$num以上のフェスアイドルを$num$sep誕生させよう,W.I.N.G. 편의 프로듀스로 $1 $2이상의 페스 아이돌을 $3명 탄생시키자,
サポートアイドル$num人をLv.$num以上にしよう,서포트 아이돌 $1명을 Lv.$2 이상으로 만들자,
トレーニングで【$uk】$nameをLv.$numにしよう,트레이닝으로 【$1】$2를 Lv.$3(으)로 하자,
【$uk】$nameを編成しよう,【$1】$2를 편성하자,
【$uk】$nameを最大まで特訓しよう,【$1】$2를 최대까지 특훈하자,
$nameを$num回プロデュースしよう,$1를 $2회 프로듀스하자,
$nameを$rank以上のフェスアイドルにしよう,$1를 $2 이상의 페스아이돌로 만들자,
$nameをプロデュースして、$uk.$num以上のフェスアイドルにしよう,"$1를 프로듀스해, $2.$3이상의 페스아이돌로 하자",
$nameをホームユニットに編成しよう,$1를 홈 유닛에 편성하자,
$nameの信頼度を$num以上にしよう,$1의 신뢰도를 $2 이상으로 하자,
$nameをプロデュースして$num万人のファン数を獲得しよう,$1를 프로듀스해 $2만명 팬수를 획득하자,
$nameを含めた編成で営業を$num回しよう,$1를 포함한 편성으로 영업을 $2회 하자,
$nameをセンターに編成して、グレード$num以上のフェスに$num回参加しよう,"$1를 센터에 편성해, 그레이드 $2이상의 페스에 $3회 참가하자",
$nameの思い出レベルを$num以上にしよう,$1의 추억 레벨을 $2 이상으로 하자,
G.R.A.D.$sep優勝しよう,G.R.A.D.에서 우승하자,
G.R.A.D.をクリアしよう,G.R.A.D.를 클리어하자,
予選オーディションに合格しよう,예선 오디션에서 합격하자,
ブロックの満足度を総合$percent以上にしよう,블록 만족도를 종합 $1 이상으로 하자,
アビリティを$num個獲得しよう,어빌리티를 $1개 획득하자,
$nameの$ukサポートアイドルです,$1의 $2 서포트 아이돌입니다,
$nameの$ukアイドルです,$1의 $2 아이돌입니다,
$note $name,$1 $2,
$nameアイドルロードを最大まで進行した証,$1 아이돌로드를 최대로 진행했다는 증거,
サマーキャンペーン$num特別ミッションを全てクリアしよう,여름캠페인 $1 특별미션을 모두 클리어하자,
サマーキャンペーン$num特別ミッションを$num個クリアしよう,여름캠페인 $1 특별미션을 $2개 클리어하자,
【第$num弾】,【제$1편】,
リサイクルショップで交換しよう,리사이클 샵에서 교환하자,
Lv.$num以上のサポートアイドル$num人を編成しよう,Lv. $1이상의 서포트 아이돌 $2명을 편성하자,
思い出レベルを$num以上にしてW.I.N.G.に出場しよう,추억 레벨을 $1이상으로 하여 W.I.N.G. 에 출전하자,
$nounが流行$num位のときにW.I.N.G.準決勝に勝利しよう,$1이(가) 유행 $2위 일때 W.I.N.G. 준결승에서 승리하자,
$nounが流行$num位のときにW.I.N.G.決勝に勝利しよう,$1이(가) 유행 $2위 일때 W.I.N.G. 결승에서 승리하자,
グレード$num以上のグレードフェスに参加して、$num位に$num回なろう,"그레이드$1 이상의 그레이드 페스에 참가해, $2위를 $3회 하자",
期間中に$nameのファン人数を$num万人獲得しよう,기간 중 $1의 팬 수를 $2만명 확보하자,
SRアイドルのみを編成しシーズン$num開催のオーディション「$uk」に合格しよう,SR아이돌만을 편성해 시즌$1 개최의 오디션 「$2」에 합격하자,
$ukのアイドルのみをサポートに編成した【$note】$nameをプロデュースして$rank以上のフェスアイドルを誕生させよう,$1의 아이돌만을 서포트에 편성한 【$2】$3를 프로듀스하여 $4 이상의 페스 아이돌을 탄생시키자,
天井社長の$ukの宿題を全てクリアしよう,아마이 사장의 $1의 숙제를 모두 해결하자,
$nameでLandingPointのライブを大成功させよう,$1로 LandingPoint의 라이브를 대성공시키자,
LandingPoint編$noun追加記念ミッションを全てクリアしよう,Landing Point편 $1 추가 기념 미션을 모두 클리어 하자,
振り返りでスキルを習得してみよう,복습하기로 스킬을 습득해 보자,text
初心者ミッションを進めるプロデュースアイドルを選択しよう,초보자 미션을 진행할 프로듀스 아이돌을 선택하자,text
初心者ミッションでプロデュースのコツを掴んでいってくださいね～,초보자 미션으로 프로듀스 요령을 잡아가 주세요~,text
アイドルは特訓をすることで、強力なスキルを覚えられるようになります～,"아이돌은 특훈을 함으로써, 강력한 스킬을 기억할 수 있게 됩니다~",text
アイドルを特訓すると新しいスキルが覚えられます♪特訓には、「同じイラストのアイドルで特訓」と「特訓はづきさんで特訓」の二つの方法がありますよ～,"아이돌을 특훈하면 새로운 스킬을 기억할 수 있습니다♪ 특훈에는, 「같은 일러스트의 아이돌로 특훈」과 「특훈 하즈키씨로 특훈」의 2개의 방법이 있어요~",text
編成のチュートリアルを見よう,편성 튜토리얼을 보자,text
編成チュートリアルを参考にユニット編成してみてくださいね♪,편성 튜토리얼을 참고하여 유닛을 편성해 보세요♪,text
「ユニット編成」の画面で編成チュートリアルを見てみましょう♪,「유닛 편성」의 화면에서 편성 튜토리얼을 봅시다♪,text
編成に悩んだら、おまかせ編成を使ってください♪最初のうちは同じジャンルのアピールを持っているサポートアイドルで揃えるのがおすすめです～,"편성이 고민되면, 자동 편성을 사용해 주세요♪ 처음은 같은 장르의 어필을 가지고 있는 서포트 아이돌로 맞추는 것을 추천합니다~",text
受け取ったサポートアイドルを編成してみましょう♪,받은 서포트 아이돌을 편성해 봅시다♪,text
アイドルは特訓をすることで、強力なスキルを覚えられるようになります～サポートアイドルならレベル上限も上昇しますよ♪,"아이돌은 특훈을 하는 것으로, 강력한 스킬을 기억할 수 있게 됩니다~ 서포트 아이돌이라면 레벨 상한도 상승해요♪",text
サポートアイドルのレベルを上げると、プロデュースを有利に進めることができます～トレーニング以外にも、営業も活用してくださいね,"서포트 아이돌의 레벨을 올리면, 프로듀스를 유리하게 진행할 수가 있습니다~ 트레이닝 외에도, 영업도 활용해 주세요",text
受け取ったサポートアイドルをトレーニングしましょう♪レベルを上げるとアピール力が高くなります。サポートスキルの獲得・強化にもつながりますよ～,받은 서포트 아이돌을 트레이닝 합시다♪ 레벨을 올리면 어필력이 높아집니다. 서포트 스킬의 획득·강화에도 연결되요~,text
最初の一歩、踏み出せましたね\nこれからはアイドルのみなさんと一緒に、\n少しずつでもしっかり進んでいってください,"첫걸음을 내디딜 수 있었네요\n지금부터는 아이돌 여러분과 함께,\n조금씩이라도 확실히 진행해 주세요",text
プロデュースユニットを編成したら、\nアイドルのプロデュースを始めてみましょうか～,"프로듀스 유닛을 편성하였으면,\n아이돌 프로듀스를 시작해볼까요~",text
誕生させたフェスアイドルを編成してフェスに参加してみましょう♪,탄생시킨 페스 아이돌을 편성해 페스에 참가해 봅시다♪,text
フェスアイドルを誕生させるには最後までプロデュースをしてくださいね～♪,페스 아이돌을 탄생시키려면 끝까지 프로듀스를 해 주세요~♪,text
W.I.N.G.編のプロデュースの振り返りでスキルを習得してみよう,W.I.N.G.편 프로듀스의 복습하기에서 스킬을 습득해 보자,text
ライブスキルはオーディション攻略に欠かせませんスキルの有無で難易度が大きく変わるので、大事なステージの前には取り忘れがないか確認を〜,"라이브 스킬은 오디션 공략에서 빠뜨릴 수 없어요 스킬의 유무로 난이도가 크게 바뀌므로, 소중한 스테이지 전에는 잊어버리지 않았는지 확인을~",text
振り返りでスキルを習得してみましょう♪スキル習得に使うSPは「トークイベント」のお仕事で、たくさんもらう事ができますよ～♪,"복습하기로 스킬을 습득해 봅시다♪ 스킬 습득에 사용하는 SP는 「토크 이벤트」 영업으로, 많이 받을 수 있어요~♪",text
受け取ったサポートアイドルをトレーニングしましょう♪レベルを上げるとアピール力が高くなります、サポートスキルの獲得・強化にもつながりますよ～,받은 서포트 아이돌을 트레이닝합시다♪ 레벨을 올리면 어필력이 높아집니다. 서포트 스킬의 획득·강화에도 연결되어요~,text
誕生させたフェスアイドルを編成してフェスに参加してみましょう♪それぞれのポジションに合ったアイドルを編成するとフェスで高いスコアを残すことができますよ～,탄생시킨 페스 아이돌을 편성해 페스에 참가해 봅시다♪ 각각의 포지션에 맞은 아이돌을 편성하면 페스에서 높은 스코어를 남길 수 있어요~,text
レベルの高いサポートアイドルを編成すれば、プロデュースを有利に進めることができますよ～,"레벨이 높은 서포트 아이돌을 편성하면, 프로듀스를 유리하게 진행할 수 있어요~",text
トレーニングで強化したサポートアイドルを編成してみましょう♪,트레이닝으로 강화한 서포트 아이돌을 편성해 봐요♪,text
レアリティが高く、特訓でレベル上限を上昇させたサポートアイドルは積極的にレベルを上げていきましょう♪,"레어도가 높고, 특훈으로 레벨 상한을 상승시킨 서포트 아이돌을 적극적으로 레벨업해봐요♪",text
サポートアイドルをもっとトレーニングしてみましょう♪『W.I.N.G.』優勝にはサポートアイドルのアピール力も重要になりますよ～,서포트 아이돌을 좀 더 트레이닝 해봐요♪ 『W.I.N.G.』우승에는 서포트 아이돌의 어필력도 중요해요~,text
ほわっとスマイル,부드러운 스마일,card
ハ♡トフェルトゥギフト,하♡트펠트 기프트,card
はじけてスマイル,튀어서 스마일,card
深染め、いろみぐさ,"짙은 물들임, 단풍",card
ソラを跳ね,하늘을 뛰어올라,card
ナチュラルモード,내추럴 모드,card
ぐうぜんBOOKS,우연 BOOKS,card
しじまに華ひととき,고요한 꽃의 한 때,card
花結びゆくゆく,꽃매듭 훗날,card
一番星の魔法,샛별의 마법,card
トリプルイルミネーション,트리플 일루미네이션,card
お揃いスナップ,맞춤 스냅,card
スプラッシュビート,스플래시 비트,card
はじまりのエピローグ,시작의 에필로그,card
冬街イルミネート,겨울 거리 일루미네이트,card
駅線上の日常,역 선상의 일상,card
つむぎ、まばゆく。星屑たち,"자아내는, 눈부신, 무수한 별들",card
こころ、えんにならんで,"마음, 둥그렇게 늘어서서",card
泡沫の石たちに乾杯,물거품이 된 돌들을 위하여 건배,card
天然色ピクニック,천연색 피크닉,card
音、雨、パシャ、リ,"소리, 비, 찰, 칵",card
まわる音色、君色のかおり,"돌아가는 음색, 네 빛깔의 향기",card
柔らかな微笑み,온화한 미소,card
淡雪の戯れ,얕게 깔린 눈에서의 장난,card
伸ばす手に乗せるのは,내민 손에 담는 것은,card
清閑に息をひそめて,청한하게 숨을 죽이고,card
手作りの心遣い,손수 만든 염려,card
マフラー直して、心は解けて,"머플러는 고치고, 마음은 풀리고",card
落下予測地点,낙하 예측 지점,card
インビジブルタイム,인비저블 타임,card
みんなと結んだもの,모두와 맺은 것,card
風野署長の一日勤務回想録,카자노 서장의 일일근무 회상록,card
星合アステリズム,별의 만남 아스테리즘,card
星掬い藍仰ぐ,별을 건져 쪽빛을 올려보다,card
宝石色のしおり,보석색 책갈피,card
水面を仰いで海の底,수면을 우러러 바다 밑바닥,card
克服の特訓,극복을 위한 특훈,card
遊び疲れて……,놀다 지쳐서......,card
魔法の階段を上って……,마법의 계단을 올라가서......,card
RPGのススメ,RPG 추천,card
クローズ・トゥ・ユー,클로즈 투 유,card
金色の元気いっぱいガール,금빛의 생기발랄한 걸,card
夏に恋するピチカート！,여름에 사랑하는 피치카토!,card
シュカのまにまに,초여름 가는대로,card
日々を紡ぐインヴェルノ,나날을 자아내는 인베르노,card
アイの誓い,사랑의 맹세,card
キネマ・リリックで夢見て,시네마 리릭으로 꿈꾸며,card
小さな夜のトロイメライ,작은 밤의 트로이메라이,card
チエルアルコは流星の,치엘아르코는 유성의,card
ハロー・ワールド,헬로 월드,card
スタァライトショウタイム,스타라이트 쇼타임,card
キャプテン★パンプキン,캡틴★펌킨,card
花笑み咲匂う,웃음꽃 피우는 향기,card
ああひかりよ,아아  빛이여,card
アップ・トゥ・ユー,업 투 유,card
友情の花吹雪,우정의 꽃보라,card
友達という灯り,친구라는 등불,card
アイムカミングスーン,아임 커밍 순,card
サンシャインシエスタ！,선샤인 시에스타!,card
ばりうまかブルース,겁나 맛있구마 블루스,card
月の浜辺で待っとって,달의 해변에서 기다려주소,card
風吹く丘にはよ来んね,바람 부는 언덕으로 빨리 와라잉,card
うちのリボンは恋結び,내 리본은 사랑매듭,card
心の鐘が鳴っとるけん,마음의 종이 울리고 있응께,card
ばってん長崎恋岬,겁나게 나가사키 코이미사키,card
ビ～♡バップ海岸,비~♡밥 해안,card
は～と♡に火をつけて,하~트♡에 불을 붙이고,card
猫道カントリー,고양이 길 컨트리,card
ふっふ～ん、ふふ～ん♪,"훗후~응, 후후~응♪",card
これ、なんの話～？,"이거, 무슨 얘기~?",card
夏、どがんね～？,"여름, 어떻당가~?",card
晴れ、よかばい～！,"맑아서, 좋구마이~!",card
やけん、なんの話～！？,"긍께, 무슨 얘기~!?",card
と～りゃんせ！,토~란세!,card
秋、どがんね～？,"가을, 어떻당가~?",card
冬、どがんね～？,"겨울, 어떻당가~?",card
トリッキーナイト,트리키 나이트,card
摩的・アンチテーゼ,마적 안티테제,card
パープル・ミラージュ,퍼플 미라주,card
フィドル・ファドル,피들 패들,card
真・TRAVELER,진 트래블러,card
裏腹あまのじゃく,정반대의 심술꾸러기,card
夕つ方まみみチック,저녁 때의 마미미틱,card
そのまみみ無気力につき,그 마미미 무기력해져서,card
ゴシックデコレーション,고딕 데코레이션,card
闇鍋上等,야미나베 상등급,card
夜夜中ワンダーラスト,한밤중의 원더러스트,card
きまぐれのめぐみ,변덕스러운 자비,card
デタラメハッシュタグ,엉터리 해시태그,card
スプリング・フィッシュ,스프링 피쉬,card
カラフルポップMIX,컬러풀 팝 MIX,card
アーリー・ナチュラリィ,얼리 내추럴리,card
イン・ザ・ピンク,인 더 핑크,card
