text,trans,type
全観客に$noun$num～$num倍アピール,전관객에게 $1 $2〜$3배 어필,
全観客に$noun$num〜$num倍アピール,전관객에게 $1 $2〜$3배 어필,
全観客に$noun＆$noun$num倍アピール,전관객에게 $1&$2 $3배 어필,
全観客に$noun&$noun最大$num倍アピール,전관객에게 $1&$2 최대 $3배 어필,
全観客に$noun＆$noun最大$num倍アピール,전관객에게 $1&$2 최대 $3배 어필,
アピールフェイズ開始時にメンタル$percent回復,어필페이즈 시작시 멘탈 $1 회복,
アピールフェイズ開始時メンタル$percent回復,어필페이즈 시작시 멘탈 $1 회복,
全ユニットの$noun$percentUP,전 유닛의 $1 $2UP,
[PERFECTなら全ユニットの$noun$percentUP],[PERFECT면 전 유닛의 $1 $2UP],
[PERFECTなら$num倍アピール],[PERFECT면 $1배 어필],
全ユニットのメンタル$percent回復,전 유닛의 멘탈 $1 회복,
$noun$num倍アピール,$1 $2배 어필,
全観客に$noun$num倍アピール,전관객에게 $1 $2배 어필,
$noun最大$num倍アピール,$1 최대 $2배 어필,
全観客に$noun最大$num倍アピール,전관객에게 $1 최대 $2배 어필,
全観客にVocal&Dance&Visual$num倍アピール,전관객에게 Vocal&Dance&Visual $1배 어필,
全観客にVocal＆Dance＆Visual$num倍アピール,전관객에게 Vocal＆Dance＆Visual $1배 어필,
[条件:VoDaViUP全てが付与されている場合],[조건 : VoDaVi UP 모두가 부여된 경우],
$noun＆$noun$num倍アピール,$1＆$2 $3배 어필,
$noun＆$noun$percentUP,$1＆$2 $3UP,
[$numターン],[$1턴],
[条件:$noun$percent以上$numターン以降],[조건 : $1 $2이상 $3턴 이후],
[条件:$noun$percent以上$numターン以前],[조건 : $1 $2이상 $3턴 이전],
[条件:$numターン以降$numターン以前],[조건 : $1턴 이후 $2턴 이전],
[条件:$noun$num以上$num以下],[조건 : $1 $2 이상 $3 이하],
[条件:$unit全員がライブに参加している場合],[조건 : $1 전원이 라이브에 참가하고 있는 경우],
[条件:$unit全員が編成されている場合],[조건 : $1 전원이 편성되어 있는 경우],
[条件:$unit$num～$num人がライブに参加している場合],[조건 : $1 $2~$3명이 라이브에 참가하고 있을 경우],
[条件:$nameがライブに参加している場合],[조건: $1가 라이브에 참가하고 있는 경우],
[条件:$nounポジション担当に編成している場合],[조건: $1 포지션 담당으로 편성되어 있는 경우],
[条件:$numターン以前],[조건: $1턴 이전],
[条件:$numターン以降],[조건: $1턴 이후],
[条件:$name],[조건: $1],
[条件:$noun],[조건: $1],
[条件:$num位],[조건: $1위],
[条件:$noun担当],[조건: $1담당],
[条件:$noun$num以上],[조건: $1 $2이상],
[条件:$noun$num以下],[조건: $1 $2이하],
[条件:$noun$percent以上],[조건: $1 $2이상],
[条件:$noun$percent以下],[조건: $1 $2이하],
[条件:$nounDOWNが付与されている場合],[조건: $1 DOWN이 부여되고 있는 경우],
[条件:$nounUPが付与されている場合],[조건: $1 UP이 부여되고 있는 경우],
[条件:$nounCUTが付与されている場合],[조건: $1 CUT이 부여되고 있는 경우],
[条件:履歴に$name、$nameがある場合],"[조건: 이력에 $1, $2가 있는 경우]"
​[条件:履歴に$nameがある場合],"[조건: 이력에 $1가 있는 경우]"
[条件:メランコリーが付与されている場合],[조건:멜랑꼴리가 부여되고 있는 경우],
[条件:リラックスが付与されている場合],[조건:릴렉스가 부여되고 있는 경우],
[条件:リザレクション効果が付与されている場合],[조건:레저렉션(부활) 효과가 부여된 경우],
[条件:観客$num],[조건: 관객$1],
[条件:$noun UPが$num個以上付与されている場合],[조건: $1 UP이 $2개 이상 부여된 경우],
[条件:$nounUPが$num個以上付与されている場合],[조건: $1 UP이 $2개 이상 부여된 경우],
[条件:$nounUPが$numつ以上付与されている場合],[조건: $1 UP이 $2개 이상 부여된 경우],
[条件:最大メンタル$num以上メンタル$percent以下],[조건 : 최대 멘탈 $1 이상 멘탈 $2 이하],
[条件:最大メンタル$num以上$percent以下],[조건 : 최대 멘탈 $1 이상 $2 이하],
[条件:最大メンタル$num以上$numターン以降],[조건: 최대 멘탈 $1 이상 $2턴 이후],
[消去:$nounUP],[소거: $1 UP],
[消去:$nounDOWN],[소거: $1 DOWN],
[消去:$nounUP＆$nounUP],[소거: $1 UP＆$2 UP],
[確率:$percent],[확률: $1],
[確率:$other],[확률: $1],
[最大:$num回],[최대: $1회],
[$nounが高いほど効果UP],[$1이(가) 높을수록 효과UP],
[$nounが多いほど効果UP],[$1이(가) 많을수록 효과UP],
[$nounが多い程効果UP],[$1이(가) 많을수록 효과UP],
[$nounが低いほど効果UP],[$1이(가) 낮을수록 효과UP],
[$nounが低い程効果UP],[$1이(가) 낮을수록 효과UP],
[$nounが少ない程効果UP],[$1이(가) 적을수록 효과UP],
[$nounが少ないほど効果UP],[$1이(가) 적을수록 효과UP],
[超過分は思い出ゲージに変換],[초과분은 추억 게이지에 변환],
[興味無視],[흥미무시],
必ず最後にアピールを行い,반드시 마지막에 어필을 실시해_,
必ず最初にアピールを行い,반드시 최초로 어필을 실시해_,
必ず最後に,반드시 마지막에_,
必ず最初に,반드시 최초로_,
興味$percentUP,흥미 $1UP,
興味$percentDOWN,흥미 $1DOWN,
メンタルダメージカット$percent,멘탈 데미지 컷 $1,
注目度DOWN$percent,주목도 DOWN $1,
興味DOWN$percent,흥미 DOWN $1,
興味$num倍,흥미 $1배,
影響力$percentUP,영향력 $1UP,
影響力$percentDOWN,영향력 $1DOWN,
自身の$nounを$percent減らす,자신의 $1을 $2 줄인다,
メンタルダメージ$percentCUT,멘탈 데미지 $1 CUT,
特訓$num回目で解放,특훈 $1번째로 해방,
$noun初期値,$1 초기치,
$noun上限,$1 상한,
約束発生率,약속 발생률,
回避時ステータス効果が付与される,회피시 스테이터스 효과가 부여된다,
$nounが$percentUPする効果,$1이(가) $2UP하는 효과,
$noun が$percentUPする効果,$1 이(가) $2UP하는 효과,
受けるメンタルダメージが$percentUPする効果,받는 멘탈 데미지가 $1UP하는 효과,
$nounが$percentDOWNする効果,$1이(가) $2DOWN하는 효과,
受ける$nounを$percentCUTする効果,받는 $1를 $2 CUT하는 효과,
思い出アピール,추억 어필,
ごく매우 드물게 현재의 흥미치에 관련되지 않고 단번에 만족시킨다,﻿극히 드물게 현재의 흥미치에 관련되지 않고 단번에 만족시킨다,
ごくごく稀に現在の興味値に関わらず一気に満足させる,﻿극히 드물게 현재의 흥미치에 관련되지 않고 단번에 만족시킨다,
ごく稀に現在の興味値に関わらず一気に満足させる,﻿매우 드물게 현재의 흥미치에 관련되지 않고 단번에 만족시킨다,
Dance,Dance,noun
Vocal,Vocal,noun
Visual,Visual,noun
Da,Da,noun
Vo,Vo,noun
Vi,Vi,noun
Me,Me,noun
Center,Center,noun
Leader,Leader,noun
メンタル,멘탈,noun
メンタルダメージ,멘탈 데미지,noun
リアクション,리액션,noun
リアクション回避率,리액션 회피율,noun
スター,스타(별),noun
観客,관객,noun
注目度,주목도,noun
回避率,회피율,noun
思い出ゲージ,추억게이지,noun
イルミネ,일루미네,unit
放クラ,방클걸,unit
アンティーカ,안티카,unit
アルスト,알스트로,unit
ストレイライト,스트레이라이트,unit
ストレイ,스트레이,unit
ノクチル,녹칠,unit
シーズ,SHHis,unit
リンクアピール,링크 어필,text
メンタルダメージCUT,멘탈 데미지 CUT,text
特定のアイドルイベントで解放,특정 아이돌 이벤트로 해방,text
特定のサポートイベントで解放,특정 서포트 이벤트로 해방,text
親愛度を中UP,친애도를 중 UP,text
親愛度を大UP,친애도를 대 UP,text
親愛度を小UP,친애도를 소 UP,text
テンション･親愛度･ファン数UP,텐션·친애도·팬 수 UP,text
絆･親愛度･ファン数UP,인연·친애도·팬 수 UP,text
本番流行Vo,실전 유행 Vo,text
本番流行Da,실전 유행 Da,text
本番流行Vi,실전 유행 Vi,text
審査員スキル,심사원 스킬,text
思い出アピール未修得の状態です,추억 어필 미습득 상태입니다,text
アピール値2~10％UP[思い出ゲージが多いほど効果UP],어필치 2~10%UP[추억 게이지가 많을수록 효과 UP],text
アピール値2~10％UP[経過ターンが短いほど効果UP],어필치 2~10%UP[경과 턴이 짧을수록 효과 UP],text
アピール値4~20％UP[思い出ゲージが少ないほど効果UP],어필치 4~20%UP[추억 게이지가 적을수록 효과 UP],text
アピール値4~20％UP[経過ターンが長いほど効果UP],어필치 4~20%UP[경과 턴이 길수록 효과 UP],text
審査員の興味3％DOWN,심사원의 흥미 3%DOWN,text
審査員の興味3％UP,심사원의 흥미 3%UP,text
注目度が10％UP,주목도가 10% UP,text
注目度が3％DOWN,주목도가 3% DOWN,text
真乃,마노,text
灯織,히오리,text
めぐる,메구루,text
恋鐘,코가네,text
摩美々,마미미,text
咲耶,사쿠야,text
結華,유이카,text
霧子,키리코,text
果穂,카호,text
智代子,치요코,text
樹里,쥬리,text
凛世,린제,text
夏葉,나츠하,text
甘奈,아마나,text
甜花,텐카,text
千雪,치유키,text
あさひ,아사히,text
冬優子,후유코,text
愛依,메이,text
雛菜,히나나,text
透,토오루,text
小糸,코이토,text
円香,마도카,text
にちか,니치카,text
美琴,미코토,text
$nameのアピール倍率$num倍UP,$1의 어필 배율 $2배 UP,
$nameのライブスキル倍率$num倍UP,$1의 라이브 스킬 배율 $2배 UP,
期間中「レッスン」「お仕事」での体力消費量,기간 중 「레슨」「영업」에서의 체력 소비량,
ごくごく稀,극히 희소,other
ごく稀,매우 희소,other
$nameアピール,$1 어필,
[輝く]色とりどりの羽根,[빛나는]형형색색의 날개,
色とりどりの羽根,형형색색의 날개,
ビジュアルアピール,비주얼 어필,
メンタルキュア,멘탈 큐어,
ダンスアピール,댄스 어필,
ボーカルアピール,보컬 어필,
エクセレントアピール,엑설런트 어필,
……好き,……좋아해,
夜が煽るから,밤이 부추기니까,
デュエット[$unit],듀엣[$1],
デュエット[$name],듀엣[$1],
​[条件:$noun$num以上$numターン以前],[조건:$1 $2이상 $3턴 이전],
第２形態アーマードタイプ,제2 형태 아머드 타입,
新装備・バブルバスター！,신장비・버블 버스터!,
潮騒のシーショア,파도 소리의 시쇼어,
エクストリーム・ブレイク！,익스트림・브레이크!,
日刊ウィズ・ユー！,일간 위드 유!,
マメ丸と一緒！,마메마루와 함께!,
デコって！ハッピークッキー,예쁘게 꾸며줘! 해피 쿠키,
キャッチ・ザ・フォール！,캐치・더・폴!,
窓辺・サイレントタイム,창가 사일런트 타임,
ヒーローインザパーク,히어로 인 더 파크,text
鉄板★絶品★海の家,철판★절품★바다의 집,text
雨のち、マイヒーロー,"비 온 뒤, 마이 히어로",text
ナツイロ☆アフタースクール,여름빛☆애프터 스쿨,text
続！（完全）燃焼,계속! (완전) 연소,text
放課後スノーガールズ！,방과 후 스노우 걸즈!,text
無敵の証！五紋章！,무적의 증표! 다섯 문장!,text
ホーカゴ・ア・ゴーゴー！,방과 후 어 고 고!,text
反撃の狼煙をあげよ！,반격의 봉화를 올려라!,text
キング・アンド・ヒーロー,킹 앤 히어로,text
フルスロットルエイジ！,풀 스로틀 에이지!,
ランドセルは元気の証,란도셀은 활력의 상징,
シャボン玉は高く,비누방울은 높고,
静かな海の記憶,고요한 바다의 기억,
上手にできました！,잘했어요!,
昨日今日明日明後日,어제오늘내일모레,
はんぶんこ,반등분,
ジャンプ！スタッグ！！！,점프! 스태그!!!,
空と青とアイツ,하늘과 파랑과 그 녀석,
不機嫌なテーマパーク,언짢은 테마파크,
さかさま世界,거꾸로 세계,
かしゃーんとがらがら,찰캉과 드르르륵,
プレゼン・バトン！,프레젠 바톤!,text
あめ、ゆき、はれ,"비, 눈, 맑음",text
今日の手は空を切らない,오늘의 손은 허공을 가르지 않아,text
ゴースト・サイド！,고스트 사이드!,text
腹が減っては遊びはできぬ,배가 고파서는 놀 수 없다,text
花火の夜に……,불꽃놀이의 밤에……,text
はり・はり,유리・유리,
頬を照らすのは,뺨을 비추는 건,text
秋の実りの配達係,가을 열매 배달 담당,text
黄葉の冠,노란 단풍잎 관,
捕まえるっす！,붙잡겠슴다!,
パシャッ,파샷,
動く？もこもこ,움직여? 복슬복슬,
シングアソング！,싱어송!,
お好きなチョコをどうぞ,좋아하는 초코를 부디,
[新作！]お好きなチョコをどうぞ,[신작!]좋아하는 초코를 부디,text
おひとつお味見,하나 맛보기,
[内緒でどうぞ]おひとつお味見,[몰래 드세요]하나 맛보기,text
チョコで狙い撃ち,초코로 집중 공략,
[せーのっ]チョコで狙い撃ち,[하낫ー둘]초코로 집중 공략,text
[あまさず]taste,[남기지 않고]taste,text
興味反転,흥미 반전,
体力回復,체력 회복,text
Vocal\nアピール,Vocal\n어필,text
Dance\nアピール,Dance\n어필,text
Visual\nアピール,Visual\n어필,text
Excellent\nアピール,Excellent\n어필,text
興味無視,흥미 무시,text
一気に満足\nさせる,단숨에\n만족시킨다,text
全観客に\nアピール,전관객에게\n어필,text
メンタルが多い\nほど効果UP,멘탈이 많을수록\n효과 UP,text
メンタルが少な\nいほど効果UP,멘탈이 적을수록\n효과 UP,text
思い出ゲージが\n多いほど効果UP,추억 게이지가\n많을수록 효과 UP,text
注目度が高い\nほど効果UP,주목도가 높을\n수록 효과 UP,text
注目度が低い\nほど効果UP,주목도가 낮을\n수록 효과 UP,text
所属ユニットが\n多いほど効果UP,소속 유닛이\n많을수록 효과 UP,text
消去,소거,text
アピール倍率\nUP,어필배율\nUP,text
Vocal UP,Vocal UP,text
Dance UP,Dance UP,text
Visual UP,Visual UP,text
Vocal\nDOWN,Vocal\nDOWN,text
Dance\nDOWN,Dance\nDOWN,text
Visual\nDOWN,Visual\nDOWN,text
思い出ゲージ\nUP,추억게이지\nUP,text
思い出ゲージ\nDOWN,추억게이지\nDOWN,text
メンタル回復,멘탈 회복,text
自身のメンタ\nルを減らす,자신의 멘탈\n을 줄인다,text
リザレクショ\nン効果付与,리저렉션\n효과 부여,text
リラックス\n効果付与,릴렉스\n효과 부여,text
メランコリー\n効果付与,멜랑콜리\n효과 부여,text
メンタルダメ\nージCUT,멘탈 데미지\nCUT,text
メンタル\nダメージUP,멘탈\n데미지 UP,text
注目度UP,주목도 UP,text
注目度\nDOWN,주목도\nDOWN,text
リアクション\n回避率UP,리액션\n회피율UP,text
回避時ステー\nタス効果付与,회피시 상태\n효과 부여,text
興味UP,흥미 UP,text
興味DOWN,흥미 DOWN,text
興味反転,흥미 반전,text
影響力\nDOWN,영향력\nDOWN,text
ダメージを\n受けるまで,데미지를\n받을때까지,text
PERFECT\nなら効果UP,PERFECT면\n효과 UP,text
必ず最初に\nアピール,반드시 처음에\n어필,text
必ず最後に\nアピール,반드시 마지막에\n어필,text
デュエット,듀엣,text
影響力\nUP,영향력\nUP,text
ダメージ時ステー\nタス効果付与,데미지시 스테이\n터스 효과부여,text
満足度の増加量が$num倍にUPする効果,만족도 증가량이 $1배로 UP되는 효과
満足度の増加量が$num倍にDOWNする効果,만족도 증가량이 $1배로 DOWN하는 효과
$numターンの間ダメージ時$noun$percentUP,$1턴 동안 데미지 시 $2 $3 UP
最終的な興味値を反転させる効果（重複しない）,최종 흥미치를 반전시키는 효과(중복되지 않음)
[条件:$numターン以降履歴に$nameがある場合],[조건:$1턴 이후 내역에 $2가 있는 경우]
[条件:メンタル$percent以下$numターン以降],[조건: 멘탈 $1 이하 $2턴 이후],
[消去:$noun＆$nounUP],[소거: $1＆$2 UP],
パッシブスキル発動率$percentUP,패시브 스킬 발동율 $1 UP,
回復回数増加で効果UP,회복 횟수 증가로 효과 UP
超過思い出変換,초과 추억 변환
[条件:回復回数$num回以上],[조건: 회복 횟수 $1회 이상]
発動制限,발동제한
パッシブスキル\n発動率UP,패시브 스킬\n발동률 UP,text
回復回数増加で\n効果UP,회복횟수 증가로\n효과 UP,text
