text,trans,type
プロデュース中の失敗＆大失敗で発生するデメリットを$num回無効にします【ファン感謝祭編：失敗＆大失敗発生時にもアイデアが埋まります】,﻿프로듀스중 실패＆대실패로 발생하는 디메리트를 $1회 무효로 함【팬 감사제편:실패＆대실패 발생시에도 아이디어가 메워집니다】,
限定$unit入り10連ガシャチケット,한정 $1 포함 10연 가챠 티켓 ,
SSR$percentガシャチケット,SSR $1 가챠 티켓 ,
SSR$percentガシャが引けるチケットです,SSR $1 가챠를 뽑을 수 있는 티켓입니다,
[お1人様$num個まで],[1인당 $1개까지],
[お1人様$numつまで],[1인당 $1개까지],
[月$num個まで],[월 $1개까지],
[月$num個まで購入可能],[월 $1개까지 구입 가능],
[毎日$num個まで購入可能],[매일 $1개까지 구입 가능],
$num個入り,$1개,
$num冊入り,$1권,
プロデュース中$num回まで使用可能,프로듀스중 $1회까지 사용 가능,
効果量は約束発生毎に減少し$num回で効果がなくなる,효과량은 약속 발생마다 감소해 $1회에 효과가 없어진다,
$num年$num月$num日$sepピックアップ$num倍$num連ガシャチケット,$1년 $2월 $3일 픽업 $4배 $5연 가챠 티켓,
$num年$num月$num日$sep通常ピックアップ$num連ガシャチケット,$1년 $2월 $3일 통상 픽업 $4연 가챠 티켓,
$name・$nameガシャ$sepピックアップ$num倍$num連パッケージ,$1·$2가샤 픽업 $3배 $4연 패키지,
$name・$nameガシャ$sep通常ピックアップ$num連パッケージ,$1·$2가샤 통상 픽업 $3연 패키지,
$num年$num月$num日$sep限定入りSSR確定ガシャチケット,$1년 $2월 $3일 한정 포함 SSR 확정 가챠 티켓,
$num年$num月$num日$sepSSRアイドル確定ガシャチケット,$1년 $2월 $3일 SSR 아이돌 확정 가챠 티켓,
$num年$num月$num日$sep$num連ガシャチケット,$1년 $2월 $3일 $4연 가챠티켓 ,
$num年$num月$num日$sep限定入り$num連ガシャチケット,$1년 $2월 $3일 한정 포함 $4연 가챠 티켓,
すでに所持している背景:$ukの代替アイテムです,이미 소지한 배경: $1의 대체 아이템입니다 ,
使用時流行全てをランダムで変更します,사용시 유행 모두를 랜덤으로 변경합니다,
使用時サポートアイドルの配置をランダムで変更します,사용시 서포트 아이돌의 배치를 랜덤으로 변경합니다,
フェザージュエル×$num,패더 쥬엘×$1,
SSR確定Plusガシャチケット,SSR 확정 Plus 가챠 티켓,
限定SSR確定Plusガシャチケット,한정 SSR 확정 Plus 가챠 티켓,
SR以上確定ガシャチケット,SR이상 확정 가챠 티켓,
イベントミッションを$num個達成した報酬です,이벤트 미션을 $1개 달성한 보상입니다,
フェスグレードLv$numの報酬です,페스그레이드 Lv$1의 보상입니다,
スタンプカードによる報酬です,스탬프 카드에 의한 보상입니다,text
大成功ボーナスの余剰Exp分です,대성공 보너스의 잉여 Exp분입니다,text
エンディング,엔딩 ,text
Lv.50チケット,Lv.50 티켓 ,text
[お1人様1つまで],[1인당 1개까지],text
ホームユニットで設定できる背景です,홈유닛에서 설정할 수 있는 배경입니다.,text
SR以上のサポートアイドルをLv.50にするチケットです,SR 이상의 서포트 아이돌을 Lv.50으로 하는 티켓입니다,text
【Lv.50以上のサポートアイドルには使えません】,【Lv.50 이상의 서포트 아이돌에는 사용할 수 없습니다】,text
限定復刻パッケージ,한정 복각 패키지 ,text
使用時サポートアイドルの配置をランダムで変更します,사용시 서포트 아이돌의 배치를 랜덤으로 변경합니다,text
約束のトワレ,약속의 투왈렛,text
SSR確定ガシャチケット,SSR 확정 가챠 티켓,text
10連ガシャチケット,10연 가챠 티켓,text
SSR確定ガシャが引けるチケットです,SSR 확정 가챠를 시행하는 티켓입니다,text
SR以上確定ガシャが引けるチケットです,SR이상 확정 가챠를 시행하는 티켓입니다,text
スタミナが最大量の1/2回復します,스태미너가 최대량의 1/2회복합니다,text
スタミナが最大量の1/4回復します,스태미너가 최대량의 1/4회복합니다,text
スタミナが最大量の同量回復します,스태미너가 최대량까지 회복합니다,text
フェスエントリーチケット,페스엔트리 티켓,text
フェス参加権が回復します,페스 참가권이 회복됩니다,text
ゴールドトレーニングチケット,골드 트레이닝 티켓,text
プラチナトレーニングチケット,플래티넘 트레이닝 티켓,text
サポートアイドルのトレーニングに必要なチケットです,서포트 아이돌의 트레이닝에 필요한 티켓입니다,text
シルバートレーニングチケット,실버 트레이닝 티켓,text
ブロンズトレーニングチケット,브론즈 트레이닝 티켓,text
プロデュース中の失敗＆大失敗で発生するデメリットを1回無効にします,프로듀스중의 실패＆대실패로 발생하는 디메리트를 1회 무효로 합니다,text
秘密のメモ帳,비밀의 메모장,text
プロデュース中に発生するコミュの選択後の結果を見えるようにします,프로듀스중에 발생하는 커뮤의 선택 결과를 보이도록 합니다,text
約束のコロン,약속의 오드콜로뉴,text
アルバムの鍵,앨범의 열쇠,text
イベントコミュを解放できるアイテムです,이벤트커뮤를 해방할 수 있는 아이템입니다,text
アイドルコミュの鍵,아이돌 커뮤의 열쇠,text
アイドルコミュを解放できるアイテムです,아이돌 커뮤를 해방할 수 있는 아이템입니다,text
始まりのメッセージカード,시작의 메세지 카드,text
金色のメッセージカード,금빛 메세지 카드,text
モーニングコミュパン,모닝커뮤빵,text
フェスエントリーチケット5,페스엔트리티켓 5,text
フェス参加権が5回復します,페스 참가권이 5 회복합니다,text
SSRのプロデュースアイドルを特訓します,SSR 프로듀스 아이돌을 특훈합니다,
SSRのサポートアイドルを特訓します,SSR 서포트 아이돌을 특훈합니다,
SRのプロデュースアイドルを特訓します,SR 프로듀스 아이돌을 특훈합니다,
SRのサポートアイドルを特訓します,SR 서포트 아이돌을 특훈합니다,
283くじ,283 복권,text
283くじの抽選が受けれるチケットです。,283 복권 추첨을 받을 수 있는 티켓입니다 ,text
お手製差し入れ,수제 간식,text
Exスキルスポイト,Ex스킬 스포이드,text
Exスキルを外す事ができるアイテムです,Ex스킬을 제거할 수 있는 아이템입니다,text
オーバーキャストモノクローム交換チケット,오버 캐스트 모노크롬 교환 티켓,text
オーバーキャストモノクロームと交換できるチケットです,오버 캐스트 모노크롬과 교환할 수 있는 티켓입니다,text
集めるとチケット交換で特定のアイドルと交換できるチケットです,모으면 티켓 교환으로 특정의 아이돌과 교환할 수 있는 티켓입니다,text
はづきさんシール,하즈키씨씰,text
集めると特訓はづきさんと交換できるシールです,모으면 특훈 하즈키씨와 교환할 수 있는 씰입니다,text
フェス参加権が1回復します,페스 참가권이 1회 생깁니다,text
ネココのぬいぐるみ,네코코 인형,text
トモモのぬいぐるみ,토모모 인형,text
かっちゃんのぬいぐるみ,갓쨩 인형 ,text
プロデュース中の失敗＆大失敗で発生するデメリットを2回無効にします,프로듀스중의 실패＆대실패로 발생하는 디메리트를 2회 무효로 합니다,text
約束のパルファム,약속의 파르푕,text
283メモリーアルバム,283 메모리 앨범,text
こんがりモーニングコミュパン,노르스름한 모닝커뮤빵,text
スペシャルモーニングコミュパン,스페셜 모닝커뮤빵,text
銅の羽根,동 날개,text
銀の羽根,은 날개,text
金の羽根,금 날개,text
プラチナの羽根,플래티넘 날개,text
虹の羽根,무지개 날개,text
最終シーズンの残り1週までの間に必ず1度「朝コミュ」が起こり、最初に「朝コミュ」か「約束」で親愛度が上昇した時「親愛度急上昇イベント」が必ず発生します,"마지막 시즌인 남은 1주까지 반드시 한 번 아침커뮤니케이션이 일어나며, 처음 아침커뮤니케이션이나 약속으로 친애도가 상승했을 때 친애도가 급상승하는 이벤트가 반드시 발생합니다",
プラチナガシャと同じラインナップの10連ガシャを引けるチケットです,플래티넘 가챠와 같은 라인업의 10연 가챠를 뽑을 수 있는 티켓입니다,
10枚集める事でSSR確定Plusガシャが引けるチケットです,10장 모으면 SSR 확정 Plus 가챠를 뽑을 수 있는 티켓입니다,text
限定SSR確定Plusガシャが引けるチケットです,한정 SSR 확정 Plus 가챠를 뽑을 수 있는 티켓입니다,text
10枚集める事で限定SSR確定Plusガシャが引けるチケットです,10장 모으면 한정 SSR 확정 Plus 가챠를 뽑을 수 있는 티켓입니다,text
約束発生率を$upします,약속발생률을 $1합니다,
プロデュース開始時に親愛度$num、,프로듀스 시작 시 친애도 $1、,
スタミナが最大量の1/2回復,스태미너 최대량의 1/2 회복,
$num $nameからの年賀状,$1 $2의 연하장,
アイドル確定ガシャチケット,아이돌 확정 가챠 티켓,
フェザージュエル,패더 쥬엘,
フェザージュエル$num個を購入できます。,패더 쥬엘 $1개를 구입할 수 있습니다.,
フェザージュエル$num個です,페더쥬얼 $1개 입니다,
対象のSRプロデュースアイドルを選んで獲得できるチケットです,대상 SR프로듀스 아이돌을 선택해 획득할 수 있는 티켓입니다,text
プロデュースアイドル応援パッケージ,프로듀스 아이돌 응원 패키지,text
SSRサポートアイドル確定 特別パッケージ,SSR 서포트 아이돌 확정 특별 패키지,text
対象のアイドルを選んで獲得できるチケットです,대상 아이돌을 선택해 획득할 수 있는 티켓입니다,text
初心者ミッションS-SRアイドル確定ガシャチケット,초심자 미션 S-SR아이돌 확정 가챠 티켓,text
初心者ミッションS-SRアイドル確定ガシャが引けるチケットですさらにSRのサポートアイドルを特訓できるアイテムも貰えます,초심자 미션 S-SR아이돌 확정 가챠를 시행하는 티켓입니다 한층 더 SR의 서포트 아이돌을 특훈할 수 있는 아이템도 받을 수 있습니다,text
初心者ミッションSSR20%Pアイドル確定ガシャチケット,초심자 미션 SSR20%P아이돌 확정 가챠 티켓,text
初心者ミッションSSR20%Pアイドル確定ガシャが引けるチケットです,초심자 미션 SSR20%P아이돌 확정 가챠를 시행하는 티켓입니다,text
初心者ミッション10連ガシャチケット,초심자 미션 10연가챠 티켓,text
初心者ミッション10連ガシャが引けるチケットです,초심자 미션 10연가챠를 시행하는 티켓입니다,text
ユニット別SR以上確定ガシャチケット,유닛별 SR이상 확정 가챠 티켓,text
ユニット別SR以上確定ガシャが引けるチケットです,유닛별 SR이상 확정 가챠를 시행하는 티켓입니다,text
セレクションチケットパッケージ10連ガシャチケット,셀렉션 티켓 패키지 10연가챠 티켓,text
セレクションチケットパッケージ10連ガシャが引けるチケットです,셀렉션 티켓 패키지 10연가챠를 시행하는 티켓입니다,text
283くじ10連ガシャチケット,283 복권 10연가챠 티켓,text
283くじ10連ガシャが引けるチケットです,283 복권 10연가챠를 시행하는 티켓입니다,text
$nameがくれたバレンタインプレゼント,$1가 준 발렌타인 선물
同様のキャンペーン期間外は使用できません,동일한 캠페인 기간 외에는 사용할 수 없습니다
はづきさんへの差し入れ,하즈키씨의 간식,text
ホワイトデー スペシャルコミュを解放できるアイテムです,화이트데이 스페셜 커뮤를 해방시킬 수 있는 아이템입니다,text
$ukと交換できるチケットです,$1와(과) 교환할 수 있는 티켓입니다
$uk衣装チケット,$1 의상 티켓,
旅のしおり,여행 안내서,text
高級な取材手帳,고급 취재 수첩,text
敏腕記者の名刺,민완 기자의 명함,text
「記者登場イベント」が発生した時、取材内容の選択肢に関わらず「敏腕記者」が必ず登場します,"「기자 등장 이벤트」가 발생했을 때, 취재 내용의 선택지에 관련없이 「민완 기자」가 반드시 등장합니다",text
SSR最大特訓はづきさん,SSR 최대 특훈 하즈키씨,text
SSRのプロデュースアイドルを最大まで特訓します,SSR 프로듀스 아이돌을 최대까지 특훈합니다,text
SSRのサポートアイドルを最大まで特訓します,SSR 서포트 아이돌을 최대까지 특훈합니다,text
期間限定P-SSRセレクションチケット,기간 한정 P-SSR 셀렉션 티켓,text
期間限定S-SSRセレクションチケット,기간 한정 S-SSR 셀렉션 티켓,text
最終シーズンの残り３週までの間にランダムなタイミングで「記者登場イベント」が必ず発生します,최종 시즌 종료 3주 이전에 랜덤한 타이밍으로 「기자 등장 이벤트」가 반드시 발생합니다,text
最終シーズンの残り４週までの間にランダムなタイミングで「はづきさんアシストイベント」が必ず発生します,최종 시즌 종료 4주 이전에 랜덤한 타이밍으로 「하즈키 씨 어시스트 이벤트」가 반드시 발생합니다,text
ホワイトデーのお返し,화이트데이의 답례품
・チョコレート,・초콜릿
・手作りチョコ,・수제 초코
・手作り,・수제
ログインボーナスのプレゼントです,로그인 보너스의 선물입니다,text
メンテナンス協力のお礼です,유지보수 협력에 대한 답례입니다,text
シリアルコードの入力による報酬です,시리얼코드 입력 보상입니다,text
生配信を記念したプレゼントです,생방송을 기념한 선물입니다,text
セレクトプレゼントで獲得した報酬です,셀렉트 선물로 획득한 보상입니다,text
スロット当選で獲得した報酬です,슬롯 당첨으로 획득한 보상입니다,text
グレードフェスミッションによる報酬です,그레이드 페스 미션에 의한 보상입니다,text
アイドルピース交換チケット,아이돌 피스 교환 티켓
コンティニューチケット,컨티뉴 티켓,text
チケットを消費し、一部のライブをコンティニューすることができます,티켓 소모로 일부 라이브를 컨티뉴 할 수 있습니다,text
$num七夕の短冊,$1 칠석소원종이
$numお月見団子,$1 달맞이경단
$numハロウィンのおかし,$1 할로윈 과자
